name,centroid_long,centroid_lat,fadaregion,name_2,mrgid
Valenzuela nadleri,-78.7187179032258,44.7980301612903,NA,Nearctic,"48565"
Ectopsocus californicus,-67.7301961471103,36.2658713117338,NA,Nearctic,"48565"
Lachesilla anna,-78.8950768064516,42.2393553548387,NA,Nearctic,"48565"
Ciconiphilus decimfasciatus,-67.3377086904762,36.9273254047619,NA,Nearctic,"48565"
Campanulotes bidentatus,-82.5042992727273,37.8091364545455,NA,Nearctic,"48565"
Fahrenholzia pinnata,-108.031484992,34.390271568,NA,Nearctic,"48565"
Neohaematopinus sciuropteri,-88.7459769,34.8397538,NA,Nearctic,"48565"
Megabothris asio,-91.8396083385827,45.4297406535374,NA,Nearctic,"48565"
Meringis arachis,-106.427053850467,32.9505343364486,NA,Nearctic,"48565"
Aeolothrips terrestris,-115.052666666667,45.9328666666667,NA,Nearctic,"48565"
Atractothrips bradleyi,-82.2287888888889,27.5787666666667,NA,Nearctic,"48565"
Haplothrips halophilus,-112.208647058824,50.4098931372549,NA,Nearctic,"48565"
Liothrips pruni,-88.679,38.4308666666667,NA,Nearctic,"48565"
Thrips pallicornis,-89.0061888888889,38.2536111111111,NA,Nearctic,"48565"
Glossosoma traviatum,-115.661388684211,44.5952156315789,NA,Nearctic,"48565"
Orthotrichia aegerfasciella,-85.0410814664032,41.6995874466403,NA,Nearctic,"48565"
Lepidostoma bryanti,-66.7310842773109,46.4453390714286,NA,Nearctic,"48565"
Nectopsyche pavida,-84.5381457688172,37.5960579139785,NA,Nearctic,"48565"
Batrachoseps luciae,-121.682705125948,36.3432825657995,NA,Nearctic,"48565"
Plethodon vehiculum,-123.198533544166,46.6433942637407,NA,Nearctic,"48565"
Calypte costae,-113.85703297049,32.8087278935479,NA,Nearctic,"48565"
Antrostomus arizonae,-105.118534991899,27.3337186513182,NA,Nearctic,"48565"
Chordeiles minor,-92.6694254138431,40.2834445694797,NA,Nearctic,"48565"
Limosa fedoa,-108.058776314693,37.3409427388904,NA,Nearctic,"48565"
Tringa flavipes,-79.3196148188431,26.9249186877787,NA,Nearctic,"48565"
Coccyzus americanus,-83.5562532516138,34.0936000300351,NA,Nearctic,"48565"
Callipepla californica,-91.1964017158169,29.2546313055522,NA,Nearctic,"48565"
Oreortyx pictus,-120.408352316864,38.4588876527526,NA,Nearctic,"48565"
Centrocercus minimus,-107.341821373134,38.2738475671505,NA,Nearctic,"48565"
Tympanuchus pallidicinctus,-102.066772190172,35.2953760538589,NA,Nearctic,"48565"
Tympanuchus phasianellus,-101.526841773352,48.0143523262124,NA,Nearctic,"48565"
Conuropsis carolinensis,-82.8542616027234,29.3745865987702,NA,Nearctic,"48565"
Aegolius acadicus,-95.3564970221688,43.7775706123606,NA,Nearctic,"48565"
Euptilotis neoxenus,-108.340081109835,29.8165325701636,NA,Nearctic,"48565"
Trogon elegans,-104.082526333467,25.2086072416048,NA,Nearctic,"48565"
Procyon lotor,-67.9314337482015,39.0303970742023,NA,Nearctic,"48565"
Myotis septentrionalis,-87.7481480513711,41.4949725511767,NA,Nearctic,"48565"
Brachylagus idahoensis,-115.557372591607,41.9485347997984,NA,Nearctic,"48565"
Lepus othus,-163.952394559298,63.4919886372881,NA,Nearctic,"48565"
Lepus townsendii,-109.523804498369,47.3602996703046,NA,Nearctic,"48565"
Sylvilagus floridanus,-85.4939520855289,37.9834564879031,NA,Nearctic,"48565"
Sylvilagus nuttallii,-111.539044185386,41.5614640630825,NA,Nearctic,"48565"
Sylvilagus palustris,-81.5392845946752,28.5211869393862,NA,Nearctic,"48565"
Sylvilagus transitionalis,-73.8849721857089,42.0364278077835,NA,Nearctic,"48565"
Dicrostonyx nelsoni,-169.422169768337,63.8551262209471,NA,Nearctic,"48565"
Peromyscus guardia,-113.518951725806,29.2803127419355,NA,Nearctic,"48565"
Geomys arenarius,-106.392884841458,32.1537906112687,NA,Nearctic,"48565"
Tamias panamintinus,-117.132370037219,36.6073087651834,NA,Nearctic,"48565"
Tamias senex,-121.576631053927,40.3766477057036,NA,Nearctic,"48565"
Sorex ornatus,-119.486598911683,35.3797894146408,NA,Nearctic,"48565"
Sorex tenellus,-117.223201123437,37.8796924610499,NA,Nearctic,"48565"
Gopherus morafkai,-111.319156403367,32.4877970003888,NA,Nearctic,"48565"
Glyphyalinia solida,-84.9531959927536,33.3793772608696,NA,Nearctic,"48565"
Oreohelix subrudis,-110.889092868235,41.9342804305882,NA,Nearctic,"48565"
Orthalicus reses,-81.3068485476191,24.7597643571429,NA,Nearctic,"48565"
Megapallifera ragsdalei,-93.0020060333333,36.2058187666667,NA,Nearctic,"48565"
Helminthoglypta contracostae,-121.8643785,38.0092821521739,NA,Nearctic,"48565"
Helminthoglypta diabloensis,-122.069266710145,37.7907720289855,NA,Nearctic,"48565"
Taenia polyacantha,-52.5221662,54.4429600444444,NA,Nearctic,"48565"
Lutztrema monenteron,-89.2562971333333,40.958178,NA,Nearctic,"48565"
Amanita lavendula,-78.9350109402757,38.9252593415008,NA,Nearctic,"48565"
Conocybe lateritia,-66.0024513703704,42.6912687777778,NA,Nearctic,"48565"
Pluteus chrysophlebius,-70.7750935789474,40.0759898596473,NA,Nearctic,"48565"
Pholiota vialis,-117.193064,48.445072,NA,Nearctic,"48565"
Tubaria crenulata,-103.2636955,38.50369375,NA,Nearctic,"48565"
Chalciporus rubritubifer,-74.8859702976744,40.259975827907,NA,Nearctic,"48565"
Rhizopogon salebrosus,-114.243351529412,40.4859908235294,NA,Nearctic,"48565"
Russula redolens,-64.2752923280632,36.5766968300395,NA,Nearctic,"48565"
Stereum striatum,-77.7167247397035,39.4053240214137,NA,Nearctic,"48565"
Dicranoweisia contermina,-122.821363205882,47.6384248234607,NA,Nearctic,"48565"
Brachythecium flexicaule,-85.9605622,45.98763096,NA,Nearctic,"48565"
Brachythecium leibergii,-119.449343121828,47.1726438540097,NA,Nearctic,"48565"
Leskeella williamsii,-107.776069555556,37.6773038888889,NA,Nearctic,"48565"
Encalypta vittiana,-148.720012166667,67.8349821666667,NA,Nearctic,"48565"
Pellia appalachiana,-81.1677127272727,35.4677047272727,NA,Nearctic,"48565"
Ginkgo biloba,-67.0371774890345,40.778636311538,NA,Nearctic,"48565"
Smilax illinoensis,-89.2048755653846,43.0186834615385,NA,Nearctic,"48565"
Bidens polylepis,-86.1051166067146,38.7330546726596,NA,Nearctic,"48565"
Tephroseris kjellmanii,-124.362305166359,65.2806811908189,NA,Nearctic,"48565"
Cryptantha traskae,-118.68093275,32.9750799166667,NA,Nearctic,"48565"
Phacelia inconspicua,-115.380525363636,42.3675472726416,NA,Nearctic,"48565"
Caulanthus cooperi,-116.536210625581,34.9629776670299,NA,Nearctic,"48565"
Raphanorhyncha crassa,-104.597168333333,27.3444961111111,NA,Nearctic,"48565"
Thelypodiopsis vermicularis,-113.607102916667,39.7095392916667,NA,Nearctic,"48565"
Grusonia emoryi,-109.508044467532,32.3958025324675,NA,Nearctic,"48565"
Eremogone fendleri,-107.498065662686,37.6361349247764,NA,Nearctic,"48565"
Silene nuda,-119.533406260538,41.4888838739364,NA,Nearctic,"48565"
Eriogonum viridescens,-118.982985733271,35.1898479654829,NA,Nearctic,"48565"
Astragalus anxius,-120.696525846154,41.0313733075485,NA,Nearctic,"48565"
Gleditsia aquatica,-86.4240485845272,32.0359034154728,NA,Nearctic,"48565"
Lachnostoma hastulatum,-114.515580298246,30.0475209649123,NA,Nearctic,"48565"
Menodora hintoniorum,-100.917772666667,25.2260304444444,NA,Nearctic,"48565"
Pedicularis racemosa,-115.303320104418,44.3131260531662,NA,Nearctic,"48565"
Tragia cordata,-90.4736860983681,33.329714406894,NA,Nearctic,"48565"
Populus hinckleyana,-109.110347133333,34.8227035333333,NA,Nearctic,"48565"
Oenothera simulans,-81.1651081771489,28.1004907683438,NA,Nearctic,"48565"
Oxalis amplifolia,-109.012666666667,31.371652,NA,Nearctic,"48565"
Delphinium geyeri,-105.698454262238,40.7813944790177,NA,Nearctic,"48565"
Frangula purshiana,-121.832773033342,45.5398742443914,NA,Nearctic,"48565"
Dudleya rubens,-112.57222492,26.93823544,NA,Nearctic,"48565"
Onoclea sensibilis,-63.2191865726556,42.0191282356165,NA,Nearctic,"48565"
Latonopsis brehmi,137.453558615385,-21.7793078461538,AU,Australasian,"48564"
Sigara tadeuszi,146.53093424,-33.6923043266667,AU,Australasian,"48564"
Anisops paracrinitus,134.557036111111,-13.6304714444444,AU,Australasian,"48564"
Cherax quinquecarinatus,116.074921692308,-32.8940746923077,AU,Australasian,"48564"
Euastacus robertsi,145.315010709677,-15.9554040322581,AU,Australasian,"48564"
Phreatomerus latipes,136.922008425094,-29.2491660299625,AU,Australasian,"48564"
Entwisleia bella,147.330000842105,-42.9988947368421,AU,Australasian,"48564"
Narapheonoides mullaya,145.365553877551,-37.84654,AU,Australasian,"48564"
Lecithaster stellatus,146.950971592593,-23.9425278333333,AU,Australasian,"48564"
Pelargopsis melanorhyncha,124.267928591111,0.812726248888889,AU,Australasian,"48564"
Crocodylus porosus,140.159424482988,-12.309230512987,AU,Australasian,"48564"
Acanthoparyphium spinulosum,150.818054142857,-33.0885645,AU,Australasian,"48564"
Litoria micromembrana,144.967194952215,-6.03561634094442,AU,Australasian,"48564"
Litoria pygmaea,143.103376504564,-4.14741235102046,AU,Australasian,"48564"
Cladorhynchus leucocephalus,135.814565438201,-35.0474010202316,AU,Australasian,"48564"
Himantopus novaezelandiae,171.038630067665,-43.5665367994012,AU,Australasian,"48564"
Recurvirostra novaehollandiae,140.068088550774,-32.8677964542067,AU,Australasian,"48564"
Ephippiorhynchus asiaticus,130.337848669845,-11.2315727487609,AU,Australasian,"48564"
Ceyx pusillus,142.95072644208,-15.5984696882779,AU,Australasian,"48564"
Eulabeornis castaneoventris,131.551240050769,-12.9241692646154,AU,Australasian,"48564"
Porzana cinerea,122.881248819523,0.0920529947111633,AU,Australasian,"48564"
Tribonyx mortierii,146.920831240725,-42.1076052982925,AU,Australasian,"48564"
Tribonyx ventralis,139.466576946228,-32.6747451807379,AU,Australasian,"48564"
Platalea flavipes,140.797149148679,-33.2176123881168,AU,Australasian,"48564"
Platalea regia,151.580131031184,-32.2576428272604,AU,Australasian,"48564"
Poliocephalus poliocephalus,142.478565514313,-35.8863316613671,AU,Australasian,"48564"
Poliocephalus rufopectus,175.273137254563,-38.7972949285714,AU,Australasian,"48564"
Tachybaptus novaehollandiae,144.693713055642,-31.3822770846577,AU,Australasian,"48564"
Anhinga novaehollandiae,145.681637786778,-28.8975210979366,AU,Australasian,"48564"
Phalacrocorax sulcirostris,149.170972219128,-31.96152434566,AU,Australasian,"48564"
Ornithorhynchus anatinus,148.487751452355,-33.9255756729276,AU,Australasian,"48564"
Crocodylus johnsoni,132.93475325412,-14.5270626218606,AU,Australasian,"48564"
Crocodylus johnsoni,132.93475325412,-14.5270626218606,AU,Australasian,"48564"
Chelodina burrungandjii,128.947164495238,-14.9510141619048,AU,Australasian,"48564"
Elseya novaeguineae,143.033256883828,-7.85358002946404,AU,Australasian,"48564"
Myuchelys purvisi,151.902045454545,-31.5884090909091,AU,Australasian,"48564"
Ectropothecium palustre,140.660323266667,-4.8717776,AU,Australasian,"48564"
Bathydrilus rohdei,151.910370166667,-23.4521866666667,AU,Australasian,"48564"
Galathowenia arafurensis,134.09346,-9.40462333333333,AU,Australasian,"48564"
Longicarpus modestus,146.89975919685,-34.9499317086614,AU,Australasian,"48564"
Acartia australis,142.578709967412,-30.6636616702456,AU,Australasian,"48564"
Pseudotharybis dentatus,176.3499866,-36.2333266,AU,Australasian,"48564"
Labidocera cervi,159.525095931818,-40.5866503333333,AU,Australasian,"48564"
Paramolgus centor,135.373240666667,-6.82626466666667,AU,Australasian,"48564"
Aetiopedes gracilis,145.842021290323,-38.5793064516129,AU,Australasian,"48564"
Cymadusa heronensis,151.942303157895,-23.4568121052632,AU,Australasian,"48564"
Dodecas decacentrum,150.575999333333,-35.5724214666667,AU,Australasian,"48564"
Noculacia australiensis,120.183052222222,-25.4754322222222,AU,Australasian,"48564"
Perioculodes talboti,147.05413375,-16.80753,AU,Australasian,"48564"
Paracalliope lowryi,148.47360888,-35.9957660666667,AU,Australasian,"48564"
Birubius wulgaru,147.982321166667,-37.9030101666667,AU,Australasian,"48564"
Metaphoxus tuckatuck,144.568987484849,-36.8472706060606,AU,Australasian,"48564"
Litogynodiastylis mutabilis,148.892277096774,-37.3415493548387,AU,Australasian,"48564"
Athanas parvus,127.653140966346,-8.88599581730769,AU,Australasian,"48564"
Platypodia pseudogranulosa,141.27015,-16.4929823125,AU,Australasian,"48564"
Amakusanthura wahlenbergia,142.94575,-15.0896916666667,AU,Australasian,"48564"
Austrarcturella macrokola,149.225332222222,-37.8512638888889,AU,Australasian,"48564"
Epikopais poorei,150.21525,-36.620325,AU,Australasian,"48564"
Heteroserolis levidorsata,145.069366666667,-38.2990666666667,AU,Australasian,"48564"
Cryptophialus melampygos,172.7254,-43.62888,AU,Australasian,"48564"
Loxoconcha abditocostata,159.194222333333,-34.6055556666667,AU,Australasian,"48564"
Valdemunitella fraudatrix,165.681907705882,-48.2290352352941,AU,Australasian,"48564"
Exostesia didomatia,150.860934065934,-21.6921428571429,AU,Australasian,"48564"
Cribellopora siri,166.6666608,-47.0649996,AU,Australasian,"48564"
Calyptotheca triangula,135.525194723404,-32.9841589468085,AU,Australasian,"48564"
Rhynchozoon larreyi,121.8700268,-29.3895941333333,AU,Australasian,"48564"
Triphyllozoon regulare,119.058682571429,-31.4771661428571,AU,Australasian,"48564"
Solidosagitta zetesios,143.014411235294,-41.5406902941176,AU,Australasian,"48564"
Hoplostethus melanopus,120.392999517045,-6.23022057954545,AU,Australasian,"48564"
Anacanthobythites tasmaniensis,146,-43.33333,AU,Australasian,"48564"
Upeneus luzonius,137.727844137857,-14.1329281178571,AU,Australasian,"48564"
Pseudochromis marshallensis,138.109446359322,6.28092068813559,AU,Australasian,"48564"
Lepidopus caudatus,136.219205034001,-30.3095938416557,AU,Australasian,"48564"
Lepidoblepharon ophthalmolepis,136.458056474359,-10.5131280512821,AU,Australasian,"48564"
Lissocampus filum,173.960897714286,-37.4400529107143,AU,Australasian,"48564"
Rhopalaea meridionalis,144.15532625,-41.1831875,AU,Australasian,"48564"
Didemnum patulum,149.091294473684,-37.0636014210526,AU,Australasian,"48564"
Sycozoa cavernosa,118.489078333333,-25.814409,AU,Australasian,"48564"
Cnemidocarpa hemprichi,141.620236842105,-29.3114403157895,AU,Australasian,"48564"
Atelomycterus fasciatus,117.455966336134,-19.8389101008403,AU,Australasian,"48564"
Chlamydoselachus anguineus,118.287886550633,-18.4661831962025,AU,Australasian,"48564"
Arctocephalus forsteri,154.062953000582,-38.6020560386755,AU,Australasian,"48564"
Balaenoptera omurai,138.682034576271,-9.56897071186441,AU,Australasian,"48564"
Cephalorhynchus hectori,170.172458273775,-43.4573235014409,AU,Australasian,"48564"
Tursiops aduncus,120.564039168771,-22.4401621478344,AU,Australasian,"48564"
Dugong dugon,148.886989638812,-19.7414800049557,AU,Australasian,"48564"
Doliolina muelleri,134.665661857143,-22.2751262142857,AU,Australasian,"48564"
Acropora tenella,142.217212764706,-3.54759432352941,AU,Australasian,"48564"
Alveopora marionensis,143.130148454545,-16.665468,AU,Australasian,"48564"
Alveopora superficialis,119.2569445,-4.9618055,AU,Australasian,"48564"
Heliopora coerulea,124.062672315678,-3.90099552754237,AU,Australasian,"48564"
Trochocyathus brevispina,157.03535911,-15.8409454,AU,Australasian,"48564"
Dendrophyllia alcocki,128.361734548701,-23.6821110503247,AU,Australasian,"48564"
Sphenotrochus squiresi,172.35686612963,-33.0873166851852,AU,Australasian,"48564"
Chiropsella bronzie,145.602372944444,-16.7193629444444,AU,Australasian,"48564"
Stylaster bellus,124.7187175,2.76585,AU,Australasian,"48564"
Halecium ralphae,147.1585425,-44.2279125,AU,Australasian,"48564"
Kudoa lethrini,149.765185333333,-20.5267593333333,AU,Australasian,"48564"
Leilaster spinulosus,118.559036090909,-28.3378938181818,AU,Australasian,"48564"
Caledonicrinus vaubani,152.997995875,-22.6502235,AU,Australasian,"48564"
Chaetodiadema tuberculatum,145.34506416,-25.80168364,AU,Australasian,"48564"
Phyllophorus proteus,123.742273647059,-17.644325,AU,Australasian,"48564"
Ophioplax lamellosa,137.008751033557,-32.6141146375839,AU,Australasian,"48564"
Ophiothrix picteti,135.575328571429,-12.2007571428571,AU,Australasian,"48564"
Cosa fimbriata,146.7330867,-41.9677461,AU,Australasian,"48564"
Ctenocardia translata,146.0717464,-5.33227702222222,AU,Australasian,"48564"
Atactodea striata,120.541412210421,-10.7443778997996,AU,Australasian,"48564"
Irus carditoides,143.565294496471,-40.3395937576471,AU,Australasian,"48564"
Nautilus pompilius ,126.12911080705,-26.2396665137631,AU,Australasian,"48564"
Haliotis laevigata,144.542234077519,-38.4000427170543,AU,Australasian,"48564"
Pisinna tasmanica,150.037061921569,-36.4652596078431,AU,Australasian,"48564"
Cryptassiminea tasmanica,150.109654374622,-34.8498609516616,AU,Australasian,"48564"
Eatoniella hewittae,115.779856190476,-32.1759685714286,AU,Australasian,"48564"
Scrupus hyalinus,174.5322405,-35.645086375,AU,Australasian,"48564"
Etrema nassoides,151.194841,-34.0847589,AU,Australasian,"48564"
Vexillum tokubeii,152.320299083333,-16.2095780833333,AU,Australasian,"48564"
Gibberula pulchella,129.693962016667,-32.1234252541667,AU,Australasian,"48564"
Eucithara monochoria,154.8775025,-18.181667,AU,Australasian,"48564"
Litozamia rudolphi,146.088387325581,-36.9577405813953,AU,Australasian,"48564"
Nannamoria amicula,151.106717428571,-34.4431562857143,AU,Australasian,"48564"
Calliotropis ostrideslithos,160.45458575,-8.5383335,AU,Australasian,"48564"
Calliostoma aporia,160.3620005,-9.39672283333333,AU,Australasian,"48564"
Maurea eminens,178.217528,-49.6301636363636,AU,Australasian,"48564"
Lucilina lamellosa,120.910402588235,-14.8892160980392,AU,Australasian,"48564"
Lucilina tilbrooki,150.840902833333,-21.9883138333333,AU,Australasian,"48564"
Gyrocotyle rugosa,125.037040666667,-38.927774,AU,Australasian,"48564"
Litobothrium amsichensis,150.716905071429,-35.65,AU,Australasian,"48564"
Anthocephalum healyae,141.709444,-12.586389,AU,Australasian,"48564"
Callorhynchicola multitesticulatus,169.935925844444,-42.1068519333333,AU,Australasian,"48564"
Retrovarium sablae,134.8400002,-16.1533334,AU,Australasian,"48564"
Indodidymozoon moretonense,153.11708775,-27.35,AU,Australasian,"48564"
Ascaltis depressa,162.7183224,-40.0933392,AU,Australasian,"48564"
Paramurrayona corticata,141.8715388,-22.5986,AU,Australasian,"48564"
Biemna rufescens,173.888783,-35.6665673571428,AU,Australasian,"48564"
Haliclona cymaeformis,120.748262346457,-9.47254351181102,AU,Australasian,"48564"
