name,centroid_long,centroid_lat,fadaregion,name_2,mrgid
Echinosorex gymnura,107.789039663366,3.28581011881188,OL,Oriental (Indomalaya),"48567"
Hemiechinus collaris,69.7613078622512,23.6566372068495,OL,Oriental (Indomalaya),"48567"
Neotetracus sinensis,101.729822026316,25.3265165789474,OL,Oriental (Indomalaya),"48567"
Podogymnura truei,121.155625122995,8.1927999144385,OL,Oriental (Indomalaya),"48567"
Pentalagus furnessi,129.3511381875,28.2258686875,OL,Oriental (Indomalaya),"48567"
Ochotona forresti,95.725806,26.3609826666667,OL,Oriental (Indomalaya),"48567"
Ochotona thibetana,102.157090706767,29.504053037594,OL,Oriental (Indomalaya),"48567"
Tapirus indicus,86.7190394444445,5.49126448888889,OL,Oriental (Indomalaya),"48567"
Manis crassicaudata,78.6413813478261,19.5542722173913,OL,Oriental (Indomalaya),"48567"
Presbytis chrysomelas,112.01223996,2.32923054,OL,Oriental (Indomalaya),"48567"
Hylobates lar,95.110401839401,13.0768218927689,OL,Oriental (Indomalaya),"48567"
Hylobates muelleri,116.656594324324,4.49692630630631,OL,Oriental (Indomalaya),"48567"
Nycticebus bengalensis,96.866230893617,19.8009493829787,OL,Oriental (Indomalaya),"48567"
Lariscus insignis,104.687948851563,0.5679634296875,OL,Oriental (Indomalaya),"48567"
Ptilocercus lowii,102.703460261905,2.88509,OL,Oriental (Indomalaya),"48567"
Anathana ellioti,77.5338189411765,17.1711321764706,OL,Oriental (Indomalaya),"48567"
Dendrogale melanura,116.4600132,5.8165754,OL,Oriental (Indomalaya),"48567"
Dendrogale murina,105.631582133333,12.1336644,OL,Oriental (Indomalaya),"48567"
Tupaia belangeri,102.954987821406,14.9832891587387,OL,Oriental (Indomalaya),"48567"
Tupaia chrysogaster,99.96355,-2.5448775,OL,Oriental (Indomalaya),"48567"
Tupaia dorsalis,112.086083375,0.8818598125,OL,Oriental (Indomalaya),"48567"
Tupaia glis,101.708154183333,7.72280665416667,OL,Oriental (Indomalaya),"48567"
Tupaia gracilis,114.587991432432,3.31018535135135,OL,Oriental (Indomalaya),"48567"
Tupaia javanica,107.603868981982,-6.21198931531532,OL,Oriental (Indomalaya),"48567"
Tupaia longipes,115.696394090909,1.35192909090909,OL,Oriental (Indomalaya),"48567"
Tupaia minor,109.888995125,3.74425178703704,OL,Oriental (Indomalaya),"48567"
Tupaia montana,116.319967004255,5.7621313106383,OL,Oriental (Indomalaya),"48567"
Tupaia nicobarica,93.7134443076923,7.26065956410256,OL,Oriental (Indomalaya),"48567"
Tupaia palawanensis,118.727635618812,9.65665122277228,OL,Oriental (Indomalaya),"48567"
Tupaia picta,112.863710111111,3.42827866666667,OL,Oriental (Indomalaya),"48567"
Tupaia tana,114.8360576875,4.10892146590909,OL,Oriental (Indomalaya),"48567"
Urogale everetti,124.888270459016,7.21446594262295,OL,Oriental (Indomalaya),"48567"
Crocidura beatus,124.490196326733,9.10986365841584,OL,Oriental (Indomalaya),"48567"
Crocidura palawanensis,117.744466875,8.8785013,OL,Oriental (Indomalaya),"48567"
Euroscaptor micrura,96.20274225,27.8929637083333,OL,Oriental (Indomalaya),"48567"
Parascaptor leucura,92.7119982307692,25.2913811025641,OL,Oriental (Indomalaya),"48567"
Bronchocela danieli,93.8393486666667,6.950299,OL,Oriental (Indomalaya),"48567"
Ptyas luzonensis,122.543380848837,12.7911290697674,OL,Oriental (Indomalaya),"48567"
Subdoluseps malayana,100.619175666667,2.911019,OL,Oriental (Indomalaya),"48567"
Diplommatina balansai,104.89232575,21.557901,OL,Oriental (Indomalaya),"48567"
Kalicephalus viperae,99.9658354166667,24.9644958333333,OL,Oriental (Indomalaya),"48567"
Amanita fritillaria,114.306294857143,27.1720706428571,OL,Oriental (Indomalaya),"48567"
Hypopterygium tenellum,128.218388604651,12.1648766046512,OL,Oriental (Indomalaya),"48567"
Brotherella erythrocaulis,106.0305595,21.409579625,OL,Oriental (Indomalaya),"48567"
Meteoriella soluta,115.520810366667,26.3238787444367,OL,Oriental (Indomalaya),"48567"
Drepanolejeunea yunnanensis,108.518838571429,12.7129414285714,OL,Oriental (Indomalaya),"48567"
Gnetum oxycarpum,98.3866666666667,2.42351866666667,OL,Oriental (Indomalaya),"48567"
Hapaline brownii,105.63590275,8.966597,OL,Oriental (Indomalaya),"48567"
Calamus ruptilis,115.718768,4.44992752173913,OL,Oriental (Indomalaya),"48567"
Orania sylvicola,101.79352775,5.4915,OL,Oriental (Indomalaya),"48567"
Asparagus lycopodineus,102.951511641509,26.2572405566038,OL,Oriental (Indomalaya),"48567"
Jejewoodia jiewhoei,116.3466666,5.6066664,OL,Oriental (Indomalaya),"48567"
Tipularia odorata,121.344013294118,24.2609952941176,OL,Oriental (Indomalaya),"48567"
Pandanus apoensis,124.712616666667,8.00493666666667,OL,Oriental (Indomalaya),"48567"
Pandanus multidrupaceus,108.412685333333,12.0910183333333,OL,Oriental (Indomalaya),"48567"
Juncus spumosus,96.0765598333333,27.1413166666667,OL,Oriental (Indomalaya),"48567"
Ligusticopsis involucrata,100.218174287879,27.4279436212121,OL,Oriental (Indomalaya),"48567"
Blumea bullata,109.336168,-5.417943125,OL,Oriental (Indomalaya),"48567"
Capparis chingiana,106.0051435,23.6334215,OL,Oriental (Indomalaya),"48567"
Odontostemma napuligerum,100.164896625,26.863762375,OL,Oriental (Indomalaya),"48567"
Euonymus theifolius,99.1856440816327,26.5364041020408,OL,Oriental (Indomalaya),"48567"
Glyptopetalum palawanense,120.376853714286,10.7234664285714,OL,Oriental (Indomalaya),"48567"
Staphylea affinis,104.537815328125,26.85400121875,OL,Oriental (Indomalaya),"48567"
Begonia palmata,113.844418091887,23.6826136862583,OL,Oriental (Indomalaya),"48567"
Neoalsomitra plena,100.072467833333,13.3388961333333,OL,Oriental (Indomalaya),"48567"
Rhododendron longiflorum,113.338240075472,2.61539291509434,OL,Oriental (Indomalaya),"48567"
Vaccinium palawanense,122.94877075,6.604208375,OL,Oriental (Indomalaya),"48567"
Palaquium hinmolpedda,84.541888,7.473224,OL,Oriental (Indomalaya),"48567"
Lithocarpus cryptocarpus,107.226658833333,15.4299055,OL,Oriental (Indomalaya),"48567"
Lomatogonium oreocharis,99.5950154193548,27.4653912258065,OL,Oriental (Indomalaya),"48567"
Strychnos polytrichantha,114.641661,1.39444433333333,OL,Oriental (Indomalaya),"48567"
Exallage auricularia,108.093519719457,7.62212321266968,OL,Oriental (Indomalaya),"48567"
Ixora cumingiana,120.256666152542,13.0556552711864,OL,Oriental (Indomalaya),"48567"
Justicia repens,82.6880592941177,17.1488312352941,OL,Oriental (Indomalaya),"48567"
Beilschmiedia longepetiolata,109.511918666667,17.4142015,OL,Oriental (Indomalaya),"48567"
Cinnamomum racemosum,116.036435375,4.8703123125,OL,Oriental (Indomalaya),"48567"
Machilus fruticosa,99.5913255714286,18.3227144285714,OL,Oriental (Indomalaya),"48567"
Neolitsea sutchuanensis,104.330273410256,27.4508337435897,OL,Oriental (Indomalaya),"48567"
Dasymaschalon dasymaschalum,102.05096748503,1.98224437724551,OL,Oriental (Indomalaya),"48567"
Goniothalamus tortilipetalus,102.2821262,4.1192927,OL,Oriental (Indomalaya),"48567"
Knema pubiflora,116.52130762963,3.64737407407407,OL,Oriental (Indomalaya),"48567"
Cheilosa montana,110.860432744186,1.84172341860465,OL,Oriental (Indomalaya),"48567"
Dipterocarpus applanatus,116.391935939394,4.61889609090909,OL,Oriental (Indomalaya),"48567"
Dipterocarpus borneensis,111.979088441176,1.62732658823529,OL,Oriental (Indomalaya),"48567"
Dipterocarpus cornutus,112.998620084337,0.846545168674699,OL,Oriental (Indomalaya),"48567"
Syzygium tephrodes,109.413569527778,18.4005539166667,OL,Oriental (Indomalaya),"48567"
Berberis phanera,95.623603631579,29.8840984210526,OL,Oriental (Indomalaya),"48567"
Tinospora trilobata,115.061715466667,3.6586308,OL,Oriental (Indomalaya),"48567"
Aconitum incisofidum,100.8427635,28.0749277857143,OL,Oriental (Indomalaya),"48567"
Delphinium thibeticum,99.8323478641975,28.5883979876543,OL,Oriental (Indomalaya),"48567"
Photinia glabra,119.015832088235,26.2667929366471,OL,Oriental (Indomalaya),"48567"
Prunus pogonostyla,92.8054111578947,24.4288200877193,OL,Oriental (Indomalaya),"48567"
Clausena sanki,121.9398625,8.3979875,OL,Oriental (Indomalaya),"48567"
Solanum kurzii,90.8820701666667,25.3262585,OL,Oriental (Indomalaya),"48567"
Diplazium tabacinum,118.5626668,7.0523332,OL,Oriental (Indomalaya),"48567"
Microlepia rhomboidea,116.470303723404,23.1607552978723,OL,Oriental (Indomalaya),"48567"
Tomophyllum epaleatum,80.7996851666667,6.9420335,OL,Oriental (Indomalaya),"48567"
Taenitis interrupta,112.630002918919,2.45499383783784,OL,Oriental (Indomalaya),"48567"
Acanthobdella peledina,-16.9518310869565,67.8063409565217,PA,Palaearctic,"48568"
Aulodrilus limnobius,23.5341661921005,49.1301641490126,PA,Palaearctic,"48568"
Ocnerodrilus occidentalis,-23.62469075,24.4940273888889,PA,Palaearctic,"48568"
Arrenurus albator,6.04806872845953,52.3171613149462,PA,Palaearctic,"48568"
Arrenurus stecki,5.82481517874396,52.1985020724638,PA,Palaearctic,"48568"
Kongsbergia pectinigera,5.99592,49.90066,PA,Palaearctic,"48568"
Atractides latipalpis,0.388773875,52.767611875,PA,Palaearctic,"48568"
Hygrobates longiporus,10.6725659752066,50.2568305330454,PA,Palaearctic,"48568"
Neumania callosa,18.928695,59.0792449996052,PA,Palaearctic,"48568"
Unionicola inusitata,4.7572646,52.0169358,PA,Palaearctic,"48568"
Gelyella monardi,6.81442,46.97186,PA,Palaearctic,"48568"
Moraria mrazeki,21.4801840333333,60.7219587444444,PA,Palaearctic,"48568"
Agabus sturmii,2.33173270475481,53.7179599225815,PA,Palaearctic,"48568"
Haliplus fulvicollis,11.98702399631,54.4819019483395,PA,Palaearctic,"48568"
Limnebius furcatus,-2.91825416509434,41.0566531226415,PA,Palaearctic,"48568"
Proasellus escolai,-3.76667625,37.258475,PA,Palaearctic,"48568"
Proasellus lagari,-1.82796,38.1006,PA,Palaearctic,"48568"
Tanakia signifer,127.894916137566,36.9621311640212,PA,Palaearctic,"48568"
Telestes muticellus,9.48986959904913,44.7469313549921,PA,Palaearctic,"48568"
Coregonus heglingus,17.3131145,43.1031171666667,PA,Palaearctic,"48568"
Lipotes vexillifer,115.654394333333,29.806957,PA,Palaearctic,"48568"
Bythinella jourdei,0.24183625,46.4269525,PA,Palaearctic,"48568"
Bythiospeum diaphanum,5.67805851612903,46.0413930322581,PA,Palaearctic,"48568"
Euchlanis meneta,47.4423155616438,46.2218765205479,PA,Palaearctic,"48568"
Balbiania investiens,-4.71440168421053,50.294098631579,PA,Palaearctic,"48568"
Rhodella violacea,23.519924008,27.0086356,PA,Palaearctic,"48568"
Alosa alosa,2.47122957712022,49.5598215740913,PA,Palaearctic,"48568"
Chromadorina bioculata,-25.1849032,45.4458432,PA,Palaearctic,"48568"
Hofmaenneria brachystoma,19.2961695,50.4010583333333,PA,Palaearctic,"48568"
Phyllobothrium lactuca,-17.0574411111111,35.4357588888889,PA,Palaearctic,"48568"
Topobates holsaticus,12.7002760833333,50.7613814583333,PA,Palaearctic,"48568"
Cygnus cygnus,14.8996962016952,57.9819345981226,PA,Palaearctic,"48568"
Tadorna tadorna,8.37081153993891,51.922899467949,PA,Palaearctic,"48568"
Larus relictus,116.877825786868,39.248504442939,PA,Palaearctic,"48568"
Phalacrocorax carbo,22.5658086185392,39.4242196724592,PA,Palaearctic,"48568"
Lissotriton helveticus,2.56476391524139,48.2196787436928,PA,Palaearctic,"48568"
Neurergus kaiseri,48.3227652195122,32.9911957804878,PA,Palaearctic,"48568"
Triturus carnifex,7.09847530991217,45.3008829263906,PA,Palaearctic,"48568"
Anas carolinensis,-1.61718627714064,53.107173124515,PA,Palaearctic,"48568"
Anas crecca,4.38944875970075,47.3321003410879,PA,Palaearctic,"48568"
Branta canadensis,-9.41139961974919,49.521185464683,PA,Palaearctic,"48568"
Ciconia nigra,23.3485799674758,35.2964281465115,PA,Palaearctic,"48568"
Grus japonensis,117.361168781415,41.68224769709,PA,Palaearctic,"48568"
Porzana porzana,13.3603946421951,52.100322652341,PA,Palaearctic,"48568"
Ardea alba,-3.73955091250548,23.7558635523146,PA,Palaearctic,"48568"
Ardea cinerea,27.4167109159337,38.6577098008915,PA,Palaearctic,"48568"
Egretta garzetta,45.1753367328386,25.1304238185327,PA,Palaearctic,"48568"
Pelecanus crispus,38.429402331867,38.7507473223233,PA,Palaearctic,"48568"
Podiceps cristatus,17.9713313140517,45.434744223654,PA,Palaearctic,"48568"
Podiceps grisegena,-35.4954905899803,52.6755812333922,PA,Palaearctic,"48568"
Tachybaptus ruficollis,26.4879250523219,37.5019720633563,PA,Palaearctic,"48568"
Phalacrocorax pygmaeus,21.8125161576577,45.3987060540541,PA,Palaearctic,"48568"
Aporcelaimus superbus,13.8997841538462,49.1205394615385,PA,Palaearctic,"48568"
Tripyla glomerans,13.5812011904762,45.3339312857143,PA,Palaearctic,"48568"
Fontinalis dichelymoides,22.7724183666667,62.3505071833333,PA,Palaearctic,"48568"
Bathydrilus desbruyeresi,-9.03151958823529,47.5294058235294,PA,Palaearctic,"48568"
Oxydromus pugettensis,-42.7613333650794,41.2387626765873,PA,Palaearctic,"48568"
Enipo elisabethae,2.39415170930233,56.757643744186,PA,Palaearctic,"48568"
Dialychone longiseta,25.1574734565217,36.0251448478261,PA,Palaearctic,"48568"
Spiophanes kroyeri,5.88158935434424,61.1058720356855,PA,Palaearctic,"48568"
Aphelochaeta filiformis,-16.4807128232932,42.3918058654585,PA,Palaearctic,"48568"
Golfingia muricaudata,6.99587984503632,24.9912639322034,PA,Palaearctic,"48568"
Gaetanus armiger,144.326831698164,39.406019262419,PA,Palaearctic,"48568"
Copilia lata,145.97424614486,36.7763213002336,PA,Palaearctic,"48568"
Sapphirina opalina,144.065857572697,35.9786507428783,PA,Palaearctic,"48568"
Laophontopsis lamellifera,3.97260032,51.74098524,PA,Palaearctic,"48568"
Amonardia normani,46.4228031449275,44.0377376956522,PA,Palaearctic,"48568"
Amphiascopsis cinctus,-1.58632458181818,44.4259221818182,PA,Palaearctic,"48568"
Colomastix pusilla,-45.1208580507246,34.8409939130435,PA,Palaearctic,"48568"
Peltocoxa brevirostris,-4.010273,56.4581458699187,PA,Palaearctic,"48568"
Orchomene amblyops,11.4006746875,69.5286999375,PA,Palaearctic,"48568"
Diastyloides carpinei,7.28262344444444,38.4098654074074,PA,Palaearctic,"48568"
Hippolyte leptometrae,1.35392,43.9266557142857,PA,Palaearctic,"48568"
Richardina fredericii,5.015022,41.302368,PA,Palaearctic,"48568"
Ilyarachna una,-51.6968352222222,35.9356177777778,PA,Palaearctic,"48568"
Cymodoce pilosa,10.8951666666667,43.149,PA,Palaearctic,"48568"
Leptosphaeroma gottschei,135.166285714286,34.2304282857143,PA,Palaearctic,"48568"
Nebaliella caboti,-35.903311,26.9322223333333,PA,Palaearctic,"48568"
Carpoapseudes kudinovae,-4.73811,46.08341,PA,Palaearctic,"48568"
Paradoxapseudes intermedius,-29.2571407014925,31.1034513134328,PA,Palaearctic,"48568"
Rutiderma irrostrata,-36.2406,30.01916,PA,Palaearctic,"48568"
Cytheropteron inflatum,-24.11591825,49.15888825,PA,Palaearctic,"48568"
Semicytherura mediterranea,11.7127025957447,39.3979447021277,PA,Palaearctic,"48568"
Urocythereis britannica,3.25,48.375,PA,Palaearctic,"48568"
Argyrotheca cuneata,-17.5739930655443,47.8553479211181,PA,Palaearctic,"48568"
Schizomavella halimedae,12.3426231818182,42.9313194545455,PA,Palaearctic,"48568"
Turbicellepora coronopusoida,-9.2174488,26.697622,PA,Palaearctic,"48568"
Smittoidea amplissima,-2.15727283333333,49.0705395,PA,Palaearctic,"48568"
Coelorinchus macrochir,139.516084054054,38.0545384324324,PA,Palaearctic,"48568"
Scombrops gilberti,132.038001,31.586735,PA,Palaearctic,"48568"
Polymixia nobilis,-45.8955409296482,32.0668192663317,PA,Palaearctic,"48568"
Pristiophorus japonicus,134.065243952381,33.7331445238095,PA,Palaearctic,"48568"
Berardius bairdii,-3.28511161421379,41.3066483635296,PA,Palaearctic,"48568"
Mesoplodon mirus,-27.7782856371681,24.7571737699115,PA,Palaearctic,"48568"
Delphinus delphis,-24.4758708370719,37.593778660135,PA,Palaearctic,"48568"
Stenella frontalis,-34.6745184445236,36.5850437160413,PA,Palaearctic,"48568"
Tursiops truncatus,-40.7051374754106,36.5241845770514,PA,Palaearctic,"48568"
Pegea bicaudata,1.87958869892473,42.8537431182796,PA,Palaearctic,"48568"
Sagartia elegans,-7.13024801071811,52.5274923504823,PA,Palaearctic,"48568"
Flabellum angulare,-37.5464054907975,41.3640015030675,PA,Palaearctic,"48568"
Cerianthula michaelsarsi,-25.75,45.43,PA,Palaearctic,"48568"
Palythoa arenacea,0.5275,44.3600003333333,PA,Palaearctic,"48568"
Campanularia groenlandica,14.0121065806452,55.832678983871,PA,Palaearctic,"48568"
Cestum veneris,8.06968214873418,38.8624857246835,PA,Palaearctic,"48568"
Symbion pandora,10.7,57.4332918518518,PA,Palaearctic,"48568"
Solaster haliplous,146.755777333333,48.9784446666667,PA,Palaearctic,"48568"
Hymenaster tenuispinus,-0.570084538461539,43.0161585384615,PA,Palaearctic,"48568"
Antedon bifida,-5.38496705023836,54.431138608972,PA,Palaearctic,"48568"
Echinus esculentus,-4.51103803699889,54.9410758218191,PA,Palaearctic,"48568"
Leptomyaria trigona,134.387235166667,33.3364243333333,PA,Palaearctic,"48568"
Elliptotellina kikaizimana,136.338568,33.623328,PA,Palaearctic,"48568"
Yoldiella insculpta,-11.2321125144928,43.2324464782609,PA,Palaearctic,"48568"
Magallana angulata,13.723784,45.2744863571429,PA,Palaearctic,"48568"
Pecten jacobaeus,7.15726477257525,40.9695100551839,PA,Palaearctic,"48568"
Pecten maximus,-2.55086075325869,54.3958560668449,PA,Palaearctic,"48568"
Catillopecten squamiformis,-33.6641833333333,43.1545388333333,PA,Palaearctic,"48568"
Paphia amabilis,131.507912117647,30.7049365294118,PA,Palaearctic,"48568"
Neorossia caroli,-10.1052923076923,26.4571115384615,PA,Palaearctic,"48568"
Colpodaspis pusilla,0.36952869858156,55.9509093758865,PA,Palaearctic,"48568"
Melanella praecurta,10.7260885714286,35.1826642857143,PA,Palaearctic,"48568"
Talassia tenuisculpta,-24.9069260869565,33.8055608695652,PA,Palaearctic,"48568"
Eubranchus vittatus,1.56835041328413,57.2130799630996,PA,Palaearctic,"48568"
Berthella ocellata,5.14092808571429,41.6000564571429,PA,Palaearctic,"48568"
Hanleyella japonica,136.15483,34.0718335,PA,Palaearctic,"48568"
Dentalium buccinulum,133.690808048781,34.3376455121951,PA,Palaearctic,"48568"
Chromadorella macris,15.7396,41.8836,PA,Palaearctic,"48568"
Panopula bridgeri,-10.43634,56.15,PA,Palaearctic,"48568"
Petrobiona massiliana,7.20542325,42.4653175,PA,Palaearctic,"48568"
Acanthella insignis,126.243218571429,33.1628338571429,PA,Palaearctic,"48568"
Meiopriapulus fijiensis,126.564167,33.228056,PA,Palaearctic,"48568"
Seison nebaliae,1.176654,26.7140916,PA,Palaearctic,"48568"
Actinarctus doryphorus,-7.57973905714286,51.2934450571429,PA,Palaearctic,"48568"
Porphyra purpurea,-32.5324040229768,49.4999657143573,PA,Palaearctic,"48568"
Ahnfeltia plicata,-24.0263804959547,50.0818301643536,PA,Palaearctic,"48568"
Polysiphonia derbesii,5.86689607692308,42.360759,PA,Palaearctic,"48568"
Phymatolithon calcareum,-8.52365188785047,50.5061405320094,PA,Palaearctic,"48568"
Chondracanthus acicularis,-17.2319190846731,36.8888693081458,PA,Palaearctic,"48568"
Plocamium raphelisianum,-10.743808,33.4411056,PA,Palaearctic,"48568"
Sebdenia rodrigueziana,-3.62753564444444,40.8876441944445,PA,Palaearctic,"48568"
Eugamasus immanis,1.0160057,72.3058194,PA,Palaearctic,"48568"
Uria aalge,-28.081920210014,53.0087142993605,PA,Palaearctic,"48568"
Hydrobates pelagicus,-2.04669013412449,45.476432035069,PA,Palaearctic,"48568"
Achaeta aberrans,9.21422373846154,54.5735102615385,PA,Palaearctic,"48568"
Hypsosinga wanica,73.1889563714286,30.8478400571429,PA,Palaearctic,"48568"
Stalita pretneri,15.428782,44.829938,PA,Palaearctic,"48568"
Macarophaeus cultior,-16.86664725,31.65949,PA,Palaearctic,"48568"
Diplocephaloides saganus,129.989349871795,35.028737,PA,Palaearctic,"48568"
Maro lepidus,12.1549165675676,58.252274972973,PA,Palaearctic,"48568"
Porrhomma profundum,19.518283,48.799299,PA,Palaearctic,"48568"
Walckenaeria obtusa,19.4902511581028,52.3688721389046,PA,Palaearctic,"48568"
Synaphris saphrynis,-7.10875533333333,39.2469002121212,PA,Palaearctic,"48568"
Enoplognatha abrupta,132.040820615385,32.6160729230769,PA,Palaearctic,"48568"
Proctolaelaps parascolyti,14.0809527692308,36.9390071538462,PA,Palaearctic,"48568"
Iphidosoma physogastris,20.23842925,59.287803,PA,Palaearctic,"48568"
Macrocheles opacus,9.80338748148148,52.4318788271605,PA,Palaearctic,"48568"
Neoseiulus barkeri,-1.44632882352941,45.5821664705882,PA,Palaearctic,"48568"
Uroseius infirmus,23.65,45.325,PA,Palaearctic,"48568"
Rhodacarellus silesiacus,4.84354698650675,50.8163572743628,PA,Palaearctic,"48568"
Zercon montanus,12.67,49.86,PA,Palaearctic,"48568"
Trogulus cristatus,7.17844615384615,43.8718542820513,PA,Palaearctic,"48568"
Cecidophyes galii,0.782959985645933,53.2371152870813,PA,Palaearctic,"48568"
Leptus vertex,10.9678833333333,61.5936666666667,PA,Palaearctic,"48568"
Phytoptus lateannulatus,8.9106285,59.4832003333333,PA,Palaearctic,"48568"
Amphitetranychus viennensis,59.0074466923077,43.6891533846154,PA,Palaearctic,"48568"
Tetranycopsis horridus,-13.2148170666667,42.5995271333333,PA,Palaearctic,"48568"
Neotrombicula vulgaris,7.224375,61.436525,PA,Palaearctic,"48568"
Neoapolorryia kristinae,13.0488993548387,55.4854538709677,PA,Palaearctic,"48568"
Alycus roseus,-35.7959409166667,40.7231034166667,PA,Palaearctic,"48568"
Autogneta longilamellata,10.4899206406926,50.1747937186147,PA,Palaearctic,"48568"
Camisia borealis,24.6433361860465,68.2575558139535,PA,Palaearctic,"48568"
Melanozetes mollisimilis,36.4392996666667,51.5068856666667,PA,Palaearctic,"48568"
Cosmochthonius lanatus,-6.14377672413793,42.0907649310345,PA,Palaearctic,"48568"
Eremobelba geographica,41.5107081818182,43.5057930227273,PA,Palaearctic,"48568"
Microzetes septentrionalis,9.44428509090909,48.8324039545455,PA,Palaearctic,"48568"
Medioppia globosa,42.0284138333333,55.302299,PA,Palaearctic,"48568"
Ramusella elliptica,11.0080891875,52.15483465625,PA,Palaearctic,"48568"
Mesotritia maerkeli,61.3134772371134,47.8108485670103,PA,Palaearctic,"48568"
Phthiracarus falciformis,-27.2065138461538,38.718525,PA,Palaearctic,"48568"
Monojoubertia hemiphylla,120.077948982456,38.4945309473684,PA,Palaearctic,"48568"
Proctophyllodes ciae,45.6595,48.79924975,PA,Palaearctic,"48568"
Suctobelbella vera,10.4602382967033,51.184869010989,PA,Palaearctic,"48568"
Androctonus australis,8.25832931818182,33.3608185795455,PA,Palaearctic,"48568"
Schendyla monoeci,12.499088,47.71816,PA,Palaearctic,"48568"
Lamyctes emarginatus,1.43065615384615,46.7068143665865,PA,Palaearctic,"48568"
Lithobius nigripalpis,19.71186,39.3687378,PA,Palaearctic,"48568"
Listrocheiritium styricum,15.202,47.768,PA,Palaearctic,"48568"
Glomeris pustulata,12.5121537777778,48.2280750338164,PA,Palaearctic,"48568"
Kryphioiulus occultus,12.9724657079646,51.8268529867257,PA,Palaearctic,"48568"
Pachyiulus cattarensis,20.4994999310345,42.1693135862069,PA,Palaearctic,"48568"
Rhopaloiulus cameratanus,12.6465733333333,42.2229733333333,PA,Palaearctic,"48568"
Pseudopolydesmus canadensis,-25.4313303333333,28.339534,PA,Palaearctic,"48568"
Entomobrya marginata,5.67488689202541,55.1359497868737,PA,Palaearctic,"48568"
Folsomia bisetosella,12.53004274,64.43143622,PA,Palaearctic,"48568"
Wankeliella intermedia,62.689691,63.943325,PA,Palaearctic,"48568"
Planuncus nicaeensis,5.83918635185185,43.8832563148148,PA,Palaearctic,"48568"
Carabus morbillosus,4.8325106993865,38.9143029570552,PA,Palaearctic,"48568"
Pterostichus amaroides,3.25505436363636,44.0400558181818,PA,Palaearctic,"48568"
Epiclytus yokoyamai,139.33828375,38.647261375,PA,Palaearctic,"48568"
Phytoecia caerulea,16.1257131333333,43.1958434666667,PA,Palaearctic,"48568"
Lilioceris faldermanni,33.3804272333333,38.6273332666667,PA,Palaearctic,"48568"
Calvia quindecimguttata,31.2804927043601,53.1540264398558,PA,Palaearctic,"48568"
Cardiophorus rufipes,3.8080871547619,44.8086779601449,PA,Palaearctic,"48568"
Corticaria lapponica,18.8293691768902,63.8682900527817,PA,Palaearctic,"48568"
Lytta vesicatoria,11.8601914016641,46.8483473835098,PA,Palaearctic,"48568"
Gastroserica herzi,127.686497652284,36.6152440101523,PA,Palaearctic,"48568"
Dasytes lombardus,9.09039916666667,46.0252658333333,PA,Palaearctic,"48568"
Lissodema denticolle,6.39322581910112,48.7162503460674,PA,Palaearctic,"48568"
Atheta cadaverina,9.36093463076923,55.3255078769231,PA,Palaearctic,"48568"
Megalinus hesperius,-26.2234202173913,38.1013870869565,PA,Palaearctic,"48568"
Stenus transformis,-0.568005,44.7818916666667,PA,Palaearctic,"48568"
Aulagromyza tridentata,0.938512224489796,53.9916959591837,PA,Palaearctic,"48568"
Phytomyza chloophila,13.7970333333333,45.8278666666667,PA,Palaearctic,"48568"
Delia rimiventris,22.4325705454545,60.262307,PA,Palaearctic,"48568"
Contarinia fagi,12.5509331785714,55.7486740714286,PA,Palaearctic,"48568"
Dasineura interbracta,12.3142085714286,54.8762257142857,PA,Palaearctic,"48568"
Culiseta ochroptera,23.2704467777778,60.7109624444444,PA,Palaearctic,"48568"
Chrysotus melampodius,-3.307575,51.740773,PA,Palaearctic,"48568"
Medetera fumida,21.8372936666667,60.54118,PA,Palaearctic,"48568"
Hydrellia griseola,-18.1267209747098,49.4926634340796,PA,Palaearctic,"48568"
Phaonia serva,-12.5836362445055,55.3448892225275,PA,Palaearctic,"48568"
Acnemia trifida,20.5634052692308,66.8542900769231,PA,Palaearctic,"48568"
Mycetophila abiecta,-0.386849558282209,59.9823942852761,PA,Palaearctic,"48568"
Megaselia cothurnata,13.7629602105263,59.4242452631579,PA,Palaearctic,"48568"
Chalarus longicaudis,11.9113830517241,56.1243593793103,PA,Palaearctic,"48568"
Eudorylas subterminalis,2.20626393023256,53.5915962093023,PA,Palaearctic,"48568"
Miltogramma aurifrons,1.8518875,33.7507105,PA,Palaearctic,"48568"
Hexamitocera loxocerata,24.5222400819672,63.9241335901639,PA,Palaearctic,"48568"
Terellia colon,10.2252509578947,55.5553609859649,PA,Palaearctic,"48568"
Tipula graeca,22.4476195714286,38.1500398571429,PA,Palaearctic,"48568"
Nixe joernensis,23.3089035557143,61.5802184225714,PA,Palaearctic,"48568"
Orius niger,11.6951781499799,53.0492607386394,PA,Palaearctic,"48568"
Temnostethus reduvinus,11.1140726,50.3777037,PA,Palaearctic,"48568"
Macrosiphum cholodkovskyi,5.50686303030303,57.4082748030303,PA,Palaearctic,"48568"
Periphyllus aceris,11.0195517361111,56.1039575972222,PA,Palaearctic,"48568"
Berytinus crassipes,11.9438924511278,54.3265265827068,PA,Palaearctic,"48568"
Zygina rubrovittata,11.4810174639175,55.9651326494845,PA,Palaearctic,"48568"
